34.38,28.65,280.87,2.0167e+05,0.00056893,1.185,1.3662,1
38.609,43.404,302.38,1.9988e+05,0.00086123,1.0931,1.074,1
25.256,37.724,261.05,2.0779e+05,0.00090436,0.78872,1.3457,1
35.439,44.114,263.51,2.0576e+05,0.00034397,1.2935,1.0139,1
33.666,50.453,263.09,1.8971e+05,0.00048561,1.0067,0.95266,0
28.359,39.374,272.79,1.8957e+05,0.0038784,1.6296,1.0126,1
31.211,41.231,251.04,1.9907e+05,0.0016726,0.62412,1.138,1
33.744,33.125,270.61,2.0272e+05,0.00086754,0.95985,1.2861,1
44.301,45.76,294.6,2.0001e+05,0.00079345,0.63263,1.0532,1
41.661,36.728,238.04,2.0288e+05,0.002536,1.1373,0.95396,0
28.222,30.587,281.77,1.949e+05,0.00090856,0.76442,1.5117,1
42.528,49.785,283.42,1.9464e+05,0.00047352,0.91549,0.94664,0
34.993,33.012,251.56,1.96e+05,0.0013608,0.55939,1.2561,1
32.42,25.964,296.38,2.0119e+05,0.00049598,1.4201,1.4716,1
34.958,30.747,288.09,1.8056e+05,0.00055303,1.2289,1.2473,1
31.957,24.825,309.72,1.9878e+05,0.0031415,1.7769,1.3686,1
32.221,54.339,293.08,2.0539e+05,0.00080867,0.65043,1.064,1
37.486,55.209,292.25,2.1412e+05,0.0019123,0.91471,0.94619,0
37.223,34.121,263.99,2.0264e+05,0.0047199,1.4211,1.0133,1
37.25,45.472,245.71,1.8242e+05,0.00092048,0.82711,0.9456,0
34.817,42.871,267.67,1.8894e+05,0.0011333,1.5223,0.95553,0
28.686,13.797,289.49,1.9914e+05,0.0038945,1.1374,1.974,1
34.966,45.415,282.69,1.9305e+05,0.00055016,1.1974,1.0197,1
37.945,37.113,276.03,2.0086e+05,0.00044479,1.6886,1.0508,1
34.221,39.778,276.9,1.9289e+05,0.0016528,0.74386,1.1595,1
36.002,38.564,261.24,1.9886e+05,0.0019301,0.68293,1.1332,1
34.997,40.926,263.65,2.0465e+05,0.0020908,0.93192,1.0759,1
