26.878,55.279,280.87,2.0167e+05,0.00056893,1.185,1.0449,1
37.016,41.739,302.38,1.9988e+05,0.00086123,1.0931,1.1979,1
33.533,18.799,261.05,2.0779e+05,0.00090436,0.78872,1.7439,1
34.122,41.604,263.51,2.0576e+05,0.00034397,1.2935,1.1208,1
32.219,47.797,263.09,1.8971e+05,0.00048561,1.0067,1.0452,1
34.301,15.453,272.79,1.8957e+05,0.0038784,1.6296,1.6811,1
26.591,18.922,251.04,1.9907e+05,0.0016726,0.62412,1.8925,1
35.836,38.865,270.61,2.0272e+05,0.00086754,0.95985,1.1845,1
30.1,43.282,294.6,2.0001e+05,0.00079345,0.63263,1.2924,1
31.556,40.989,238.04,2.0288e+05,0.002536,1.1373,1.0508,1
28.983,39.741,281.77,1.949e+05,0.00090856,0.76442,1.3152,1
33.166,37.471,283.42,1.9464e+05,0.00047352,0.91549,1.2952,1
33.564,21.119,251.56,1.96e+05,0.0013608,0.55939,1.5979,1
32.294,30.343,296.38,2.0119e+05,0.00049598,1.4201,1.474,1
34.054,20.486,288.09,1.8056e+05,0.00055303,1.2289,1.6764,1
29.347,45.949,309.72,1.9878e+05,0.0031415,1.7769,1.1301,1
28.984,35.081,293.08,2.0539e+05,0.00080867,0.65043,1.4968,1
29.682,33.644,292.25,2.1412e+05,0.0019123,0.91471,1.4808,1
32.465,28.443,263.99,2.0264e+05,0.0047199,1.4211,1.316,1
26.157,42.284,245.71,1.8242e+05,0.00092048,0.82711,1.1502,1
36.373,12.62,267.67,1.8894e+05,0.0011333,1.5223,1.8093,1
27.843,36.941,289.49,1.9914e+05,0.0038945,1.1374,1.3218,1
31.84,43.959,282.69,1.9305e+05,0.00055016,1.1974,1.1517,1
35.353,38.994,276.03,2.0086e+05,0.00044479,1.6886,1.1557,1
27.223,34.966,276.9,1.9289e+05,0.0016528,0.74386,1.4244,1
24.246,48.434,261.24,1.9886e+05,0.0019301,0.68293,1.1362,1
28.529,27.201,263.65,2.0465e+05,0.0020908,0.93192,1.5507,1
31.083,8.7867,273.93,2.0618e+05,0.00069672,0.61313,2.5114,1
36.33,22.745,298.12,1.8922e+05,0.00051225,0.77191,1.6868,1
34.917,44.785,266.14,1.8295e+05,0.00052942,0.78441,1.079,1
35.141,50.283,261.16,2.0108e+05,0.0010583,1.0296,0.97871,0
25.18,32.443,275.52,1.9274e+05,0.0019549,1.0278,1.486,1
31.396,37.93,280.45,1.981e+05,0.00017691,0.69506,1.3333,1
30.895,30.646,301.33,2.0415e+05,0.00082934,1.1921,1.5369,1
33.278,50.061,276.1,1.9965e+05,0.00075129,1.2784,1.0241,1
38.327,29.808,293.95,2.0818e+05,0.00050674,1.0064,1.4286,1
33.081,53.299,281.56,2.0782e+05,0.00050776,1.3334,1.0099,1
32.487,34.494,252.44,2.0292e+05,0.00098116,1.0628,1.2412,1
34.077,42.88,283.22,2.018e+05,0.0018681,0.71445,1.1836,1
29.717,33.904,278.98,2.0344e+05,0.0016993,0.86612,1.4145,1
32.285,48.742,282.65,2.04e+05,0.0031282,1.198,1.0438,1
29.044,31.572,259.86,1.9267e+05,0.0011994,0.93835,1.3943,1
33.165,25.028,271.99,1.958e+05,0.0003629,1.119,1.5457,1
32.163,30.363,282.04,1.9917e+05,0.0013379,1.1082,1.4388,1
28.45,9.9526,276.96,1.9121e+05,0.00038532,1.2749,2.4479,1
